guid/image	labels	scores	boxes
/rob535-fall2021-final-project-data//est/	[6, 7, 5, 32, 0]	[0.45299816131591797, 0.2793636620044708, 0.22597765922546387, 0.12984049320220947, 0.07135191559791565]	[[0.16025793552398682, 0.43545326590538025, 0.5500902533531189, 0.6307843923568726], [0.17300346493721008, 0.4426134526729584, 0.5648285150527954, 0.6252437829971313], [0.16025793552398682, 0.43545326590538025, 0.5500902533531189, 0.6307843923568726], [0.0, 0.011653095483779907, 0.9238071441650391, 0.39974555373191833], [0.4048878848552704, 0.7753971219062805, 0.42897096276283264, 0.7964981198310852]]
/rob535-fall2021-final-project-data//est/	[5, 76, 2, 2, 2]	[0.9463080763816833, 0.09539055824279785, 0.08043017983436584, 0.07609328627586365, 0.062031298875808716]	[[0.11163528263568878, 0.434204638004303, 0.553787112236023, 0.639531672000885], [0.10925154387950897, 0.43798333406448364, 0.5625901818275452, 0.6419528126716614], [0.41812294721603394, 0.4460236728191376, 0.4633600115776062, 0.47001388669013977], [0.4305248260498047, 0.6552525162696838, 0.4577640891075134, 0.6780239939689636], [0.4108155369758606, 0.6646286249160767, 0.4276304841041565, 0.6797933578491211]]
/rob535-fall2021-final-project-data//est/	[5, 7, 2, 2, 15]	[0.9313403964042664, 0.6539543867111206, 0.13769590854644775, 0.09039539098739624, 0.06095889210700989]	[[0.12020227313041687, 0.5972207188606262, 0.5575846433639526, 0.80897456407547], [0.11551691591739655, 0.5975959897041321, 0.5587883591651917, 0.8099778294563293], [0.4494004249572754, 0.49281859397888184, 0.4703211188316345, 0.5253740549087524], [0.4659014344215393, 0.45753341913223267, 0.4791688919067383, 0.47619837522506714], [0.09681671112775803, 0.5622029304504395, 0.10345841199159622, 0.5702939033508301]]
/rob535-fall2021-final-project-data//est/	[5, 6, 7, 0, 0]	[0.48860394954681396, 0.31725847721099854, 0.19209811091423035, 0.06825146079063416, 0.060310810804367065]	[[0.1466456800699234, 0.4402220547199249, 0.5541764497756958, 0.6345767974853516], [0.16591356694698334, 0.4421873092651367, 0.5486168265342712, 0.6314997673034668], [0.1466456800699234, 0.4402220547199249, 0.5541764497756958, 0.6345767974853516], [0.4224461019039154, 0.4551173150539398, 0.4679209887981415, 0.4720928966999054], [0.3527519702911377, 0.5204117894172668, 0.3769528865814209, 0.5349429249763489]]
/rob535-fall2021-final-project-data//est/	[5, 2, 2, 2, 2]	[0.9529780149459839, 0.10943847894668579, 0.059321314096450806, 0.05740964412689209, 0.053834885358810425]	[[0.11386001110076904, 0.42309361696243286, 0.5450589656829834, 0.6150657534599304], [0.4530639052391052, 0.23886828124523163, 0.4714507460594177, 0.25883203744888306], [0.4607490301132202, 0.19177794456481934, 0.4750521183013916, 0.20907926559448242], [0.4624224007129669, 0.14079880714416504, 0.4741484820842743, 0.15879333019256592], [0.4221353828907013, 0.3548971712589264, 0.43463703989982605, 0.3689527213573456]]
/rob535-fall2021-final-project-data//est/	[6, 5, 7, 0, 0]	[0.3414681553840637, 0.3123948574066162, 0.18895113468170166, 0.05957195162773132, 0.05554759502410889]	[[0.16213609278202057, 0.4277016520500183, 0.5444570183753967, 0.6237977147102356], [0.16213609278202057, 0.4277016520500183, 0.5444570183753967, 0.6237977147102356], [0.16711193323135376, 0.4242866337299347, 0.5469565391540527, 0.6182717084884644], [0.40447476506233215, 0.7696064114570618, 0.4276246130466461, 0.7944932579994202], [0.39897555112838745, 0.7912773489952087, 0.43010616302490234, 0.8364071249961853]]
/rob535-fall2021-final-project-data//est/	[5, 2, 7, 2, 2]	[0.909479022026062, 0.33715879917144775, 0.3296070396900177, 0.3237011730670929, 0.2550530433654785]	[[0.052859485149383545, 0.4481049180030823, 0.5987216234207153, 0.7086237072944641], [0.4612544775009155, 0.218678280711174, 0.48518478870391846, 0.24819330871105194], [0.04668048024177551, 0.4500911831855774, 0.5751928091049194, 0.706500232219696], [0.45430389046669006, 0.17724761366844177, 0.48142674565315247, 0.2060413658618927], [0.4603758454322815, 0.16527746617794037, 0.5079790353775024, 0.20043008029460907]]
/rob535-fall2021-final-project-data//est/	[5, 6, 2, 2, 2]	[0.968213677406311, 0.09922942519187927, 0.05900299549102783, 0.053173601627349854, 0.050267189741134644]	[[0.12033961713314056, 0.4250656068325043, 0.5598468780517578, 0.6162002086639404], [0.1435740888118744, 0.4349859356880188, 0.5458557605743408, 0.6229169964790344], [0.455976277589798, 0.24318107962608337, 0.4743734300136566, 0.25951191782951355], [0.42097893357276917, 0.34505578875541687, 0.43211743235588074, 0.36127904057502747], [0.4127165675163269, 0.30699658393859863, 0.42482084035873413, 0.31819528341293335]]
/rob535-fall2021-final-project-data//est/	[5, 2, 2, 2, 2]	[0.8986383676528931, 0.06265681982040405, 0.06171277165412903, 0.06126740574836731, 0.05864977836608887]	[[0.12100313603878021, 0.4274720549583435, 0.5552986860275269, 0.6202824711799622], [0.4518646001815796, 0.018209315836429596, 0.47048890590667725, 0.042394813150167465], [0.45779722929000854, 0.24243831634521484, 0.4773711562156677, 0.2571939527988434], [0.46797430515289307, 0.17959944903850555, 0.48114633560180664, 0.194001242518425], [0.4687047004699707, 0.14237317442893982, 0.48243069648742676, 0.1586056649684906]]
/rob535-fall2021-final-project-data//est/	[5, 2, 2, 2, 2]	[0.9435492753982544, 0.08938905596733093, 0.08916360139846802, 0.0823604166507721, 0.06821662187576294]	[[0.12191833555698395, 0.426595002412796, 0.5522059798240662, 0.6171830892562866], [0.44795045256614685, 0.6768254041671753, 0.467142790555954, 0.6925655603408813], [0.4560532867908478, 0.23562191426753998, 0.47682705521583557, 0.25518935918807983], [0.4549225866794586, 0.8291508555412292, 0.46886107325553894, 0.8391686081886292], [0.4697486460208893, 0.13703590631484985, 0.4835447371006012, 0.15674012899398804]]
/rob535-fall2021-final-project-data//est/	[7, 6, 5, 2, 0]	[0.3086126744747162, 0.26543521881103516, 0.2515556514263153, 0.11246412992477417, 0.06987649202346802]	[[0.1840493083000183, 0.4339454174041748, 0.5560647249221802, 0.606753945350647], [0.16401299834251404, 0.42255547642707825, 0.5504050254821777, 0.617235541343689], [0.17772938311100006, 0.42968177795410156, 0.5454627275466919, 0.6099098920822144], [0.4524829685688019, 0.3934374749660492, 0.4744509756565094, 0.40962716937065125], [0.42422765493392944, 0.4429025650024414, 0.4622233510017395, 0.45879119634628296]]
/rob535-fall2021-final-project-data//est/	[5, 0, 2, 0, 2]	[0.9555298089981079, 0.07470351457595825, 0.06973662972450256, 0.06115919351577759, 0.046933501958847046]	[[0.12271058559417725, 0.4268764555454254, 0.5505733489990234, 0.615371584892273], [0.4701148271560669, 0.7330028414726257, 0.5000006556510925, 0.7470096945762634], [0.4528588354587555, 0.23040983080863953, 0.4769422709941864, 0.25398898124694824], [0.4304216802120209, 0.6062019467353821, 0.4639369547367096, 0.6192737221717834], [0.45580941438674927, 0.6604285836219788, 0.4714704751968384, 0.6744305491447449]]
/rob535-fall2021-final-project-data//est/	[5, 2, 2, 2, 2]	[0.9366059303283691, 0.1493954360485077, 0.1050507128238678, 0.09330636262893677, 0.07274240255355835]	[[0.1146916002035141, 0.4291302561759949, 0.5487895607948303, 0.6276162266731262], [0.44192996621131897, 0.6679519414901733, 0.4631224572658539, 0.6855521202087402], [0.44955819845199585, 0.7624031901359558, 0.4697871804237366, 0.780040442943573], [0.4537716209888458, 0.8203485012054443, 0.4705008566379547, 0.8359565734863281], [0.40376484394073486, 0.6578208208084106, 0.42441391944885254, 0.6796419620513916]]
/rob535-fall2021-final-project-data//est/	[5, 7, 2, 6, 15]	[0.9120230078697205, 0.16152536869049072, 0.14210772514343262, 0.08742889761924744, 0.06275901198387146]	[[0.06157344579696655, 0.5073946714401245, 0.5631890892982483, 0.7685731649398804], [0.04784248769283295, 0.5199075937271118, 0.5290161371231079, 0.7551034688949585], [0.43895062804222107, 0.3390287756919861, 0.4636779725551605, 0.3713589906692505], [0.058860719203948975, 0.5087759494781494, 0.5525611042976379, 0.7731841802597046], [0.043546341359615326, 0.40191709995269775, 0.09229082614183426, 0.4347603917121887]]
/rob535-fall2021-final-project-data//est/	[5, 6, 2, 2, 2]	[0.8469846248626709, 0.41421258449554443, 0.13931766152381897, 0.07966557145118713, 0.0677611231803894]	[[0.11181081831455231, 0.4218243956565857, 0.5592254400253296, 0.612587034702301], [0.11181081831455231, 0.4218243956565857, 0.5592254400253296, 0.612587034702301], [0.4347105026245117, 0.3395458459854126, 0.454667329788208, 0.36823248863220215], [0.43114495277404785, 0.39595335721969604, 0.45373857021331787, 0.4137667417526245], [0.41171330213546753, 0.39951300621032715, 0.4335694909095764, 0.4147902727127075]]
/rob535-fall2021-final-project-data//est/	[7, 0, 6, 5, 2]	[0.35539770126342773, 0.19414663314819336, 0.19158941507339478, 0.19073018431663513, 0.1561838686466217]	[[0.16562990844249725, 0.42167210578918457, 0.5490937232971191, 0.6179989576339722], [0.4524541199207306, 0.3933577835559845, 0.480300635099411, 0.4125780761241913], [0.17904184758663177, 0.4294273853302002, 0.5440714955329895, 0.6155141592025757], [0.17904184758663177, 0.4294273853302002, 0.5440714955329895, 0.6155141592025757], [0.4524541199207306, 0.3933577835559845, 0.480300635099411, 0.4125780761241913]]
/rob535-fall2021-final-project-data//est/	[5, 2, 6, 2, 2]	[0.668707013130188, 0.3475481867790222, 0.3383728265762329, 0.1928974986076355, 0.11792126297950745]	[[0.12904034554958344, 0.4243108630180359, 0.5605211853981018, 0.6153648495674133], [0.4367687702178955, 0.33116719126701355, 0.45868349075317383, 0.3587399423122406], [0.12904034554958344, 0.4243108630180359, 0.5605211853981018, 0.6153648495674133], [0.44729602336883545, 0.2944534122943878, 0.4695141911506653, 0.3158230483531952], [0.435634583234787, 0.38807108998298645, 0.45819738507270813, 0.4083916246891022]]
/rob535-fall2021-final-project-data//est/	[5, 76, 2, 2, 2]	[0.9520630836486816, 0.11151987314224243, 0.06181246042251587, 0.054481685161590576, 0.05218997597694397]	[[0.1168859601020813, 0.428772896528244, 0.552710771560669, 0.6346812844276428], [0.1045537143945694, 0.43128183484077454, 0.5506334900856018, 0.6353814005851746], [0.44228053092956543, 0.6633707284927368, 0.4616342782974243, 0.6796233654022217], [0.4544667601585388, 0.822705090045929, 0.47142642736434937, 0.839499294757843], [0.4657503366470337, 0.2399453967809677, 0.47993552684783936, 0.252025842666626]]
/rob535-fall2021-final-project-data//est/	[5, 2, 2, 7, 2]	[0.9844409227371216, 0.23359328508377075, 0.2001800239086151, 0.11287540197372437, 0.07961887121200562]	[[0.06617137789726257, 0.45655447244644165, 0.5854865312576294, 0.7069621682167053], [0.4492497444152832, 0.20208550989627838, 0.481950581073761, 0.25175970792770386], [0.4472106695175171, 0.18048681318759918, 0.47259318828582764, 0.2132502645254135], [0.4492497444152832, 0.20208550989627838, 0.481950581073761, 0.25175970792770386], [0.472563773393631, 0.2811760902404785, 0.4856269657611847, 0.30370116233825684]]
/rob535-fall2021-final-project-data//est/	[5, 6, 2, 2, 0]	[0.9332377910614014, 0.4100285470485687, 0.33899176120758057, 0.1427312195301056, 0.09809434413909912]	[[0.11568374931812286, 0.4214976131916046, 0.5625240802764893, 0.6147406101226807], [0.11568374931812286, 0.4214976131916046, 0.5625240802764893, 0.6147406101226807], [0.43531638383865356, 0.3366337716579437, 0.4567335844039917, 0.36930087208747864], [0.431934654712677, 0.3893444836139679, 0.455299973487854, 0.41268447041511536], [0.42806750535964966, 0.6128186583518982, 0.4675028324127197, 0.6224749684333801]]
/rob535-fall2021-final-project-data//est/	[5, 2, 2, 6, 2]	[0.8188600540161133, 0.3976976275444031, 0.3886728286743164, 0.14459490776062012, 0.12303316593170166]	[[0.11442552506923676, 0.4258694350719452, 0.5572180151939392, 0.6131260991096497], [0.4391584098339081, 0.28534528613090515, 0.4637080132961273, 0.3199998438358307], [0.43013784289360046, 0.3283708095550537, 0.4548744261264801, 0.36238735914230347], [0.11442552506923676, 0.4258694350719452, 0.5572180151939392, 0.6131260991096497], [0.42598772048950195, 0.37428924441337585, 0.45215708017349243, 0.4012472331523895]]
/rob535-fall2021-final-project-data//est/	[5, 2, 2, 2, 15]	[0.949131965637207, 0.17377784848213196, 0.08639264106750488, 0.07575047016143799, 0.06235235929489136]	[[0.09513518214225769, 0.5852575302124023, 0.5695962905883789, 0.807799220085144], [0.45065823197364807, 0.4313448965549469, 0.47288766503334045, 0.46685412526130676], [0.4645552337169647, 0.3978504538536072, 0.4803427755832672, 0.41992783546447754], [0.46737873554229736, 0.3372417092323303, 0.4827191233634949, 0.3602589964866638], [0.1008705422282219, 0.4985315203666687, 0.11208751052618027, 0.5086135268211365]]
/rob535-fall2021-final-project-data//est/	[5, 2, 2, 7, 15]	[0.9756988286972046, 0.30948781967163086, 0.27658867835998535, 0.11340200901031494, 0.08528026938438416]	[[0.07094237208366394, 0.4583205282688141, 0.587816596031189, 0.7033119201660156], [0.45464587211608887, 0.18521912395954132, 0.47436755895614624, 0.2105800360441208], [0.45927998423576355, 0.21552899479866028, 0.4815804064273834, 0.24908646941184998], [0.06940534710884094, 0.45746129751205444, 0.5929038524627686, 0.7052454352378845], [0.12202049791812897, 0.9425516128540039, 0.14780496060848236, 1.0]]
/rob535-fall2021-final-project-data//est/	[5, 2, 7, 2, 2]	[0.9716845750808716, 0.35072776675224304, 0.2207651436328888, 0.18953126668930054, 0.14914092421531677]	[[0.033781617879867554, 0.3012445271015167, 0.7539987564086914, 0.7118457555770874], [0.4537617862224579, 0.1787637621164322, 0.4805079996585846, 0.21204309165477753], [0.0011079609394073486, 0.29992079734802246, 0.7548985481262207, 0.7185094356536865], [0.4607204794883728, 0.285146027803421, 0.4826034903526306, 0.30201342701911926], [0.45268383622169495, 0.21966886520385742, 0.48009881377220154, 0.2473142445087433]]
/rob535-fall2021-final-project-data//est/	[5, 2, 2, 2, 2]	[0.8043925762176514, 0.08202162384986877, 0.07280170917510986, 0.06128901243209839, 0.04624179005622864]	[[0.10586230456829071, 0.4390273690223694, 0.5430830121040344, 0.6486359238624573], [0.41795381903648376, 0.4480225443840027, 0.46227625012397766, 0.4695030450820923], [0.40967896580696106, 0.6621716022491455, 0.4275112450122833, 0.6823791265487671], [0.4303193688392639, 0.6604132056236267, 0.4566435217857361, 0.680051863193512], [0.43042612075805664, 0.4063660502433777, 0.45140647888183594, 0.4222227931022644]]
/rob535-fall2021-final-project-data//est/	[7, 6, 2, 2, 5]	[0.4333575665950775, 0.29372936487197876, 0.2061307728290558, 0.1589505672454834, 0.15507179498672485]	[[0.38685205578804016, 0.4210243225097656, 0.5127866268157959, 0.5246046185493469], [0.38685205578804016, 0.4210243225097656, 0.5127866268157959, 0.5246046185493469], [0.3834134042263031, 0.4780232012271881, 0.409941166639328, 0.5036874413490295], [0.38685843348503113, 0.45662277936935425, 0.41787514090538025, 0.48622310161590576], [0.38685205578804016, 0.4210243225097656, 0.5127866268157959, 0.5246046185493469]]
/rob535-fall2021-final-project-data//est/	[2, 2, 2, 2, 2]	[0.7171064615249634, 0.21532252430915833, 0.15349248051643372, 0.12628206610679626, 0.12440085411071777]	[[0.4218868911266327, 0.3079344630241394, 0.6426259875297546, 0.5318664312362671], [0.42855510115623474, 0.41620323061943054, 0.4712792932987213, 0.4671150743961334], [0.4459628462791443, 0.548134446144104, 0.4678449034690857, 0.5725128650665283], [0.4625149965286255, 0.7143174409866333, 0.48256295919418335, 0.7356359958648682], [0.4522618055343628, 0.29499784111976624, 0.46970081329345703, 0.30996647477149963]]
/rob535-fall2021-final-project-data//est/	[2, 8, 0, 8, 8]	[0.6441734433174133, 0.4616168141365051, 0.20361673831939697, 0.15128099918365479, 0.10276374220848083]	[[0.3804085850715637, 0.28255873918533325, 0.6037865877151489, 0.47990667819976807], [0.3804085850715637, 0.28255873918533325, 0.6037865877151489, 0.47990667819976807], [0.3706025183200836, 0.39176100492477417, 0.4145980179309845, 0.4197649359703064], [0.0017890632152557373, 0.27236616611480713, 0.6878484487533569, 0.500946581363678], [0.18939445912837982, 0.31286710500717163, 0.5004613995552063, 0.47548335790634155]]
/rob535-fall2021-final-project-data//est/	[2, 2, 2, 2, 0]	[0.7023810148239136, 0.20671558380126953, 0.12622126936912537, 0.12004873156547546, 0.11932769417762756]	[[0.39801645278930664, 0.3184396028518677, 0.6491245031356812, 0.5206894278526306], [0.45551973581314087, 0.23685570061206818, 0.4734377861022949, 0.26558005809783936], [0.45104411244392395, 0.29094594717025757, 0.468676894903183, 0.3149828314781189], [0.4400610327720642, 0.5829998850822449, 0.4654824137687683, 0.6270514130592346], [0.5985854864120483, 0.8467800617218018, 0.6484054327011108, 0.8905336856842041]]
/rob535-fall2021-final-project-data//est/	[2, 2, 0, 2, 0]	[0.6795334815979004, 0.19707456231117249, 0.16589120030403137, 0.11247849464416504, 0.08867672085762024]	[[0.40811556577682495, 0.2998167872428894, 0.6561409831047058, 0.5421613454818726], [0.4178888201713562, 0.4077059328556061, 0.4686323404312134, 0.49077972769737244], [0.4246251583099365, 0.4930627942085266, 0.4735596179962158, 0.5210937857627869], [0.4394502639770508, 0.3513188064098358, 0.46274465322494507, 0.3687218725681305], [0.6317192316055298, 0.889894425868988, 0.7058156728744507, 0.9400388598442078]]
/rob535-fall2021-final-project-data//est/	[2, 7, 2, 2, 2]	[0.24374064803123474, 0.193159818649292, 0.1925559639930725, 0.1592903435230255, 0.13819104433059692]	[[0.4073030352592468, 0.4382580816745758, 0.43474602699279785, 0.47164103388786316], [0.4215012192726135, 0.45515355467796326, 0.473557710647583, 0.5162017941474915], [0.44037261605262756, 0.4295065999031067, 0.5185887217521667, 0.5245415568351746], [0.41166865825653076, 0.4327407479286194, 0.4624348282814026, 0.49503087997436523], [0.4215012192726135, 0.45515355467796326, 0.473557710647583, 0.5162017941474915]]
/rob535-fall2021-final-project-data//est/	[2, 2, 2, 2, 7]	[0.4773910641670227, 0.2715264558792114, 0.2679439187049866, 0.16736313700675964, 0.16521582007408142]	[[0.43568387627601624, 0.41933882236480713, 0.5209627151489258, 0.5174906253814697], [0.422394335269928, 0.41808679699897766, 0.4916585683822632, 0.5002675652503967], [0.4431084096431732, 0.3979761600494385, 0.46583178639411926, 0.4188637137413025], [0.43705180287361145, 0.516542911529541, 0.45854488015174866, 0.5293996334075928], [0.422394335269928, 0.41808679699897766, 0.4916585683822632, 0.5002675652503967]]
/rob535-fall2021-final-project-data//est/	[2, 2, 2, 15, 2]	[0.6921655535697937, 0.22228553891181946, 0.18518272042274475, 0.1272541582584381, 0.11590597033500671]	[[0.39586424827575684, 0.29720616340637207, 0.6348166465759277, 0.512078583240509], [0.4155970513820648, 0.36821258068084717, 0.46267619729042053, 0.44385313987731934], [0.4315160810947418, 0.2819710373878479, 0.45736226439476013, 0.30884993076324463], [0.08698099851608276, 0.5238950252532959, 0.10835263133049011, 0.5368542671203613], [0.4102572798728943, 0.4151640832424164, 0.4658413529396057, 0.47339001297950745]]
/rob535-fall2021-final-project-data//est/	[2, 2, 9, 2, 2]	[0.296133816242218, 0.10715413093566895, 0.0885787308216095, 0.08735346794128418, 0.06981915235519409]	[[0.44627249240875244, 0.30461275577545166, 0.6565572023391724, 0.5504637360572815], [0.41099655628204346, 0.39579063653945923, 0.46255481243133545, 0.4932197332382202], [0.2548268139362335, 0.9614865779876709, 0.3485467731952667, 0.9888442754745483], [0.4301163852214813, 0.34493380784988403, 0.46025487780570984, 0.3666844367980957], [0.4565606117248535, 0.07203299552202225, 0.4719444513320923, 0.09599687904119492]]
/rob535-fall2021-final-project-data//est/	[2, 2, 2, 2, 2]	[0.6823496222496033, 0.17709708213806152, 0.15045711398124695, 0.14570844173431396, 0.12441414594650269]	[[0.4090704023838043, 0.29639434814453125, 0.6421660780906677, 0.5242512226104736], [0.4409467875957489, 0.32964852452278137, 0.4712006747722626, 0.35246410965919495], [0.42253974080085754, 0.4222985506057739, 0.46473369002342224, 0.46877479553222656], [0.4540773332118988, 0.22913691401481628, 0.47341373562812805, 0.2544988691806793], [0.43358802795410156, 0.5941415429115295, 0.4614265561103821, 0.6278384327888489]]
/rob535-fall2021-final-project-data//est/	[2, 2, 0, 2, 2]	[0.6231030225753784, 0.5360150337219238, 0.24204203486442566, 0.24134087562561035, 0.2404690682888031]	[[0.41216132044792175, 0.4339092969894409, 0.46310994029045105, 0.497456431388855], [0.4269770681858063, 0.5017176866531372, 0.4553874433040619, 0.5208823680877686], [0.4410606026649475, 0.5628713965415955, 0.4627948999404907, 0.5731002688407898], [0.42781713604927063, 0.40185728669166565, 0.4575326144695282, 0.41900333762168884], [0.4410606026649475, 0.5628713965415955, 0.4627948999404907, 0.5731002688407898]]
/rob535-fall2021-final-project-data//est/	[2, 2, 2, 2, 2]	[0.6823973655700684, 0.5190630555152893, 0.4175213873386383, 0.39703118801116943, 0.2061583697795868]	[[0.41708922386169434, 0.41201987862586975, 0.5748921632766724, 0.5719032883644104], [0.3993767499923706, 0.49835288524627686, 0.4238698482513428, 0.5231590270996094], [0.4007251560688019, 0.5590412020683289, 0.4192012846469879, 0.5750716328620911], [0.3941273093223572, 0.43920570611953735, 0.4185609817504883, 0.47061288356781006], [0.4161562919616699, 0.5229730606079102, 0.4643344283103943, 0.5512712001800537]]
/rob535-fall2021-final-project-data//est/	[2, 2, 2, 2, 2]	[0.45401307940483093, 0.44978421926498413, 0.37653473019599915, 0.33462631702423096, 0.23870253562927246]	[[0.39311912655830383, 0.497962087392807, 0.41957125067710876, 0.5232362747192383], [0.39135268330574036, 0.4370982050895691, 0.4170849025249481, 0.4711102843284607], [0.41751623153686523, 0.404826819896698, 0.5697835683822632, 0.5646772980690002], [0.3900024890899658, 0.5437929034233093, 0.41193366050720215, 0.5643664002418518], [0.39976751804351807, 0.33169955015182495, 0.4231182336807251, 0.3536280393600464]]
/rob535-fall2021-final-project-data//est/	[2, 2, 2, 7, 2]	[0.7167565822601318, 0.1741454005241394, 0.15069958567619324, 0.14881181716918945, 0.14326182007789612]	[[0.4185084104537964, 0.42369866371154785, 0.47585082054138184, 0.502467930316925], [0.4109155833721161, 0.45344841480255127, 0.4306916296482086, 0.47408515214920044], [0.4415917992591858, 0.4053598642349243, 0.46225130558013916, 0.4214369058609009], [0.4185084104537964, 0.42369866371154785, 0.47585082054138184, 0.502467930316925], [0.3846425712108612, 0.6980185508728027, 0.40964576601982117, 0.7345141172409058]]
/rob535-fall2021-final-project-data//est/	[2, 2, 2, 2, 8]	[0.6700580716133118, 0.19722965359687805, 0.14673906564712524, 0.13265752792358398, 0.12640246748924255]	[[0.4141979217529297, 0.299374520778656, 0.6459705829620361, 0.5328232049942017], [0.41936278343200684, 0.3948233127593994, 0.47237610816955566, 0.4825207591056824], [0.43902426958084106, 0.5959938168525696, 0.4647834897041321, 0.630928099155426], [0.4562664031982422, 0.2080232799053192, 0.4799986481666565, 0.2534145414829254], [0.004338189959526062, 0.4630592465400696, 0.47361963987350464, 0.6772226691246033]]
/rob535-fall2021-final-project-data//est/	[2, 2, 7, 2, 6]	[0.5169764161109924, 0.4069158434867859, 0.26119786500930786, 0.17490974068641663, 0.16237807273864746]	[[0.42811787128448486, 0.4098348319530487, 0.5278620719909668, 0.5101172924041748], [0.41901370882987976, 0.4133668541908264, 0.4888356029987335, 0.49730050563812256], [0.41901370882987976, 0.4133668541908264, 0.4888356029987335, 0.49730050563812256], [0.44339457154273987, 0.40205103158950806, 0.4669850766658783, 0.422412633895874], [0.41901370882987976, 0.4133668541908264, 0.4888356029987335, 0.49730050563812256]]
/rob535-fall2021-final-project-data//est/	[2, 2, 2, 8, 0]	[0.6248010396957397, 0.17635095119476318, 0.1663670539855957, 0.13758698105812073, 0.13740232586860657]	[[0.4089474380016327, 0.2907940447330475, 0.6446322202682495, 0.5264047980308533], [0.43498098850250244, 0.31603068113327026, 0.46562355756759644, 0.34786200523376465], [0.4189293682575226, 0.4305187463760376, 0.45993146300315857, 0.46924227476119995], [0.0, 0.44878700375556946, 0.4797001779079437, 0.6578084230422974], [0.4227995276451111, 0.4865172207355499, 0.46935874223709106, 0.5058988928794861]]
/rob535-fall2021-final-project-data//est/	[2, 2, 2, 2, 2]	[0.5758348107337952, 0.49905383586883545, 0.48116445541381836, 0.3567841649055481, 0.3365103602409363]	[[0.39721035957336426, 0.4298011362552643, 0.4247956871986389, 0.4697866141796112], [0.40206754207611084, 0.5003344416618347, 0.4224684238433838, 0.5218161940574646], [0.40756067633628845, 0.3835691213607788, 0.586716890335083, 0.5415471196174622], [0.39464348554611206, 0.5372999310493469, 0.4183352589607239, 0.5665392279624939], [0.3937452435493469, 0.4057905375957489, 0.41010791063308716, 0.42276790738105774]]
/rob535-fall2021-final-project-data//est/	[2, 0, 0, 0, 27]	[0.8678467273712158, 0.2912006080150604, 0.18125104904174805, 0.14503833651542664, 0.0999312698841095]	[[0.4164227843284607, 0.2786024510860443, 0.7107223868370056, 0.55181884765625], [0.42537355422973633, 0.49868521094322205, 0.47173285484313965, 0.5211491584777832], [0.4338374435901642, 0.4418008029460907, 0.47897180914878845, 0.47217264771461487], [0.454607754945755, 0.13896910846233368, 0.47082582116127014, 0.1502981334924698], [0.37612295150756836, 0.8700460195541382, 0.4257928133010864, 0.9786810874938965]]
/rob535-fall2021-final-project-data//est/	[2, 2, 7, 7, 2]	[0.3087080121040344, 0.24789854884147644, 0.21344822645187378, 0.13829946517944336, 0.13231247663497925]	[[0.42393890023231506, 0.4622831344604492, 0.4669899046421051, 0.518379271030426], [0.44149428606033325, 0.4327763617038727, 0.5165529847145081, 0.5304937958717346], [0.42393890023231506, 0.4622831344604492, 0.4669899046421051, 0.518379271030426], [0.44149428606033325, 0.4327763617038727, 0.5165529847145081, 0.5304937958717346], [0.41088423132896423, 0.45720916986465454, 0.43055054545402527, 0.47427624464035034]]
/rob535-fall2021-final-project-data//est/	[2, 0, 2, 4, 0]	[0.6180670857429504, 0.1771089732646942, 0.1659170389175415, 0.15592694282531738, 0.1445506513118744]	[[0.4006710648536682, 0.29966112971305847, 0.6733090281486511, 0.5497986078262329], [0.4136645793914795, 0.49772128462791443, 0.47391772270202637, 0.5223701596260071], [0.43704551458358765, 0.24777734279632568, 0.45710861682891846, 0.27529841661453247], [0.326200932264328, 0.015604197978973389, 0.46490058302879333, 0.21961745619773865], [0.4250982701778412, 0.39291808009147644, 0.46894583106040955, 0.422656387090683]]
/rob535-fall2021-final-project-data//est/	[2, 0, 2, 0, 0]	[0.8704785108566284, 0.19356542825698853, 0.18050968647003174, 0.16236957907676697, 0.15550723671913147]	[[0.39980900287628174, 0.2935818135738373, 0.6753585338592529, 0.5453578233718872], [0.425312340259552, 0.3895762264728546, 0.4675528407096863, 0.420166939496994], [0.44218096137046814, 0.2331579178571701, 0.4622250497341156, 0.2614000737667084], [0.4235278069972992, 0.4276178181171417, 0.46973374485969543, 0.4740026295185089], [0.42397424578666687, 0.4956058859825134, 0.47399094700813293, 0.5195620656013489]]
/rob535-fall2021-final-project-data//est/	[2, 6, 2, 0, 2]	[0.5737516283988953, 0.19696712493896484, 0.1500135064125061, 0.13171371817588806, 0.11472132802009583]	[[0.3905537724494934, 0.2905791401863098, 0.6230233311653137, 0.49965912103652954], [0.41326016187667847, 0.3744845390319824, 0.6521963477134705, 0.9889907836914062], [0.4122377932071686, 0.3546259105205536, 0.4643121659755707, 0.44223377108573914], [0.37990665435791016, 0.4359932541847229, 0.42879605293273926, 0.4663988947868347], [0.43526220321655273, 0.23688961565494537, 0.45770084857940674, 0.2592231035232544]]
